firstName,lastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,status,active,statsperform_id,opta_id,stats_id,placeOfBirth,height,foot,weight
Prince Vinny,Ibara Doniama,P. Ibara,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Attacker,player,2/7/1996,Congo,1s2y6o0lwj69dj5ib5pid8f6r,,active,no,680a2xrxovyq1c0rdm6on2rxl,227764,914421,Brazzaville,192,right,
Antoine,Lejoly,A. Lejoly,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,3/26/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,72,active,yes,7d9fm50xsiy6jiu1vbclj13vt,219010,898887,Verviers,182,right,70
Ayrton,Mboko,A. Mboko,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/23/1997,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,79,active,yes,8y6ansa1xexyla8ovwywsprai,471679,1163864,Liège,187,right,
Mohamed Réda,Halaimia,M. Halaimia,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,8/28/1996,Algeria,1ayprcriqhb8iv10ch70clppu,27,active,yes,9qeqdm1iadjb49yyf8w1txpl,497319,894056,Oran,180,right,72
Euloge Mèmè,Placca Fessou,E. Placca Fessou,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,12/31/1994,Togo,3jiuckrqd0zejkm452st5dyq7,11,active,no,9s51oyd85r730u9hvhjmrsmol,149844,723471,Lomé,187,,
Pierre,Bourdin,P. Bourdin,France,7gww28djs405rfga69smki84o,Defender,player,1/6/1994,France,7gww28djs405rfga69smki84o,15,active,yes,apt96jhusrjgh20mdbyaeqf2t,129506,789193,Vincennes,184,left,84
Dario,Van den Buijs,D. Van den Buijs,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,9/12/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,6,active,no,arahlffwma11d06oqmglwjemt,200198,846943,Lier,182,left,74
Jorn,Vancamp,J. Vancamp,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,10/28/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,77,active,no,avhv3q84g2ungziy2j32w9785,218224,897279,Antwerpen,186,right,75
Grégory,Grisez,G. Grisez,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,8/17/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,89,active,no,ax1lk6a5hxcccvtcdrqdutyad,72680,508121,La Louvière,184,right,76
Jan,Van den Bergh,J. Van den Bergh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/2/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,2,active,yes,b1h4yvtkjhvtkcgu3gtgiytx,447886,1108110,,189,left,
Marius,Noubissi,M. Noubissi,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,11/28/1996,Cameroon,4eb9feio6u267dd1jcwaf38mt,9,active,yes,b2h74wqi9263k6b32ikdtk6w9,433147,862046,,180,right,
Stipe,Radić,S. Radić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,6/10/2000,Croatia,37hlakrwxyuzovaeoo4sezusp,55,active,yes,bp2ellllifbtxgf0p8qlbm1nt,241111,968671,Split,191,,
Frédéric,Frans,F. Frans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/3/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,4,active,yes,byt0zt3xifpbgl1pc8uwrx2ad,85632,354626,Wespelaar,183,right,80
Wouter,Biebauw,W. Biebauw,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,5/21/1984,Belgium,4wbzjcclyefma1ourvjsu4q2j,1,active,yes,c9tcambzm0esnr4x4sybxgt79,54008,347314,Deerlijk,188,right,84
Yan,Vorogovskiy,Y. Vorogovskiy,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Defender,player,8/7/1996,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,24,active,no,cbhvrpdohdvyrwuykm51vmead,210877,1054350,Talgar,182,left,75
Ryan,Sanusi,R. Sanusi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/5/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,18,active,yes,cfxzvlgvt9jj17qxq41t9sxcl,103684,606682,Borgerhout,181,right,75
Tom Daniel,Bart Pietermaat,T. Pietermaat,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/6/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,cnzisrsaz5oot3j7qf0jd3xed,91951,536323,,172,right,68
Zakaria,Bakkali,Z. Bakkali,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1/26/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,99,active,no,csov8ibh2n0q2w8j72pft9t5h,155489,727254,Liège,168,right,71
Mike,Vanhamel,M. Vanhamel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,11/16/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,31,active,yes,ct58y1zzzrtfciovcil6u0iqd,50327,465460,Elsene,188,right,84
Musashi,Suzuki,M. Suzuki,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2/11/1994,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,10,active,yes,cts4m629mfz3knbeyri4021n9,158937,653519,Montego Bay,185,right,75
Raphael,Holzhauser,R. Holzhauser,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2/16/1993,Austria,hcs1bd49qliqqity6o268jyt,8,active,yes,d1j29sgb7rmc6dxe3koyyr0et,84002,554722,Neustadt,192,both,84
Joren,Dom,J. Dom,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,11/29/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,5,active,yes,dvomh2gx3wd5x5v1dmlnkdpzp,54077,466925,Antwerpen,177,right,73
Brian,De Keersmaecker,B. De Keersmaecker,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,5/6/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,e0mrzdikm67yw88563zgovb6y,482070,1164747,,182,right,
Darren,Keet,D. Keet,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Goalkeeper,player,8/5/1989,South Africa,1kiwby3xmt97m3ejw76qs4i6k,16,active,no,1glr4c5zsjm2zx2y3k82spzo5,77923,583970,Cape Town,183,,
Barnabás,Bese,B. Bese,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Defender,player,5/6/1994,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,18,active,yes,1mlfypcr5dtbi27ilfvcl8v6d,168326,915399,Budapest,188,right,84
Milan,Tučić,M. Tučić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,8/15/1996,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,30,active,no,28wgdmao7y8qbj30feniqnj3e,430334,1121008,Ljubljana,186,,
Olivier,Myny,O. Myny,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,11/10/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,no,2mx9xgoht1ilcopfvxnfj54gl,212536,878587,Zwevegem,178,right,67
Sascha,Kotysch,S. Kotysch,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,10/2/1988,Germany,36min0qztu8eydwvpv8t1is0m,23,active,no,2vhdv7k0jh8h1tbutq43ofmqd,40409,408257,Kirchheimbolanden,188,right,78
Frédéric,Duplus,F. Duplus,France,7gww28djs405rfga69smki84o,Defender,player,4/7/1990,France,7gww28djs405rfga69smki84o,19,active,no,2zjix1lfwb6rxugp741jsfis5,55263,471071,Belfort,178,both,73
Andrew Philip,King,A. King,Wales,26ilvvgth36hmq6lgq8cy5cb5,Midfielder,player,10/29/1988,England,1fk5l4hkqk12i7zske6mcqju6,8,active,no,33s2i3l13q92rvo28o3j27etx,13152,412196,Barnstaple,194,right,79
Derrick Katuku,Tshimanga,D. Tshimanga,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/6/1988,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,3,active,no,3krbtvbsbwqscf0tfi5i4nxed,54529,406686,Kinshasa,176,right,68
Jonah,Osabutey,J. Osabutey,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,10/8/1998,Ghana,2q2sw72utw5gu9t5y4knckwba,45,active,no,3kzpqg69h7mtqpaxvmnk7hm21,210179,1115277,,181,right,72
Joshua Felix Okpoda,Eppiah,J. Eppiah,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,10/11/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,26,active,no,3s3rqfve8xrcezy8252j6mzu1,215416,983561,,179,left,
Isaac,Asante,I. Asante,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,8/29/2002,Ghana,2q2sw72utw5gu9t5y4knckwba,20,active,yes,49wh71efxuxtkmq4vznxzle96,510914,1229754,,,,
Aboubakar,Keita,A. Keita,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,11/5/1997,Côte d'Ivoire,tin6kf561ywonqan0mettr98,99,active,no,4dswyr2m0bxs6rkf56y21mz85,173252,794958,Abidjan,188,right,70
Kamal,Sowah,K. Sowah,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1/9/2000,Ghana,2q2sw72utw5gu9t5y4knckwba,14,active,no,4f8xb5sbyksacxmifi375h7qi,447902,1108118,,179,left,66
Thomas,Henry,T. Henry,France,7gww28djs405rfga69smki84o,Attacker,player,9/20/1994,France,7gww28djs405rfga69smki84o,9,active,no,4mab6p97p5t3w0fipzp22nxsl,220391,906105,Argenteuil,192,right,86
Tom,Van Hyfte,T. Van Hyfte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/28/1986,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,5ocmlpadulmla37npvw4nif9x,69787,508860,Gent,186,left,65
Yannick,Aguemon,Y. Aguemon,Benin,3o5wco7tkqgfmys9exmt5fo2h,Attacker,player,2/11/1992,Benin,3o5wco7tkqgfmys9exmt5fo2h,7,active,yes,5uj0wz9ucjsjf91j3m2il7ro5,105561,619438,Cotonou,180,right,74
Tristan Daniel,Borges,T. Borges,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,8/26/1998,Canada,1iaoypzp6syf32cz9l15pzp7e,,active,no,6d56vy4w9i65ye4c5t5txgkix,225058,865207,Toronto,170,left,68
Brent,Laes,B. Laes,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/18/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,7g6lbdmw4uevst4dry3shimay,465191,1266106,,,,
Stallone,Limbombe Ekango,S. Limbombe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,3/26/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,12,active,no,7hpt3f280r4evfh1rjwsmbr9x,172339,1064247,Mechelen,169,right,71
Jordy,Gillekens,J. Gillekens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/18/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,7mr84dn61d8n7tkjd766iaeax,447904,1108122,,,,
Toon,Raemaekers,T. Raemaekers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,9/9/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,yes,8lqiyhgp90sxu9bzmaa1o3t62,510918,1229741,,194,,85
Xavier,Mercier,X. Mercier,France,7gww28djs405rfga69smki84o,Midfielder,player,7/25/1989,France,7gww28djs405rfga69smki84o,10,active,yes,8mwgfyvjn4adxslhk4om685x,102740,605051,Alès,174,right,71
Kenneth Jan,Schuermans,K. Schuermans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/25/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,4,active,no,8wklb78ij7tvpiunb2l0z74d1,112141,649795,Genk,194,,80
Kristiyan,Aleksandrov Malinov,K. Malinov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Midfielder,player,3/30/1994,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,29,active,yes,91qd93lqgpe700ps0b6a7ntn9,197113,867962,Kavrakirovo,170,right,
Dylan,Ouédraogo,D. Ouédraogo,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,7/22/1998,France,7gww28djs405rfga69smki84o,15,active,yes,91sex5ir1pp4b2beotoua7mqx,240135,1075303,Marseille,185,,75
Yohan,Croizet,Y. Croizet,France,7gww28djs405rfga69smki84o,Midfielder,player,2/15/1992,France,7gww28djs405rfga69smki84o,77,active,no,93455tpsmcddxazi8je6f5lud,104369,621237,Sarrebourg,178,left,77
Celestin,De Schrevel,C. De Schrevel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,4/2/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,97,active,no,9xhuc26auh42v6lnyrlupvzf8,510912,1268856,,187,left,79
Musa Suleiman,Al-Taamari,Musa Al-Taamari,Jordan,5067agkwm6luzilwyfwth1dic,Attacker,player,6/10/1997,Jordan,5067agkwm6luzilwyfwth1dic,13,active,yes,a8pgjuz5yrbxyf1t905gj327d,426342,1129652,Amman,178,left,75
Rafael Enrique,Romo Pérez,R. Romo,Venezuela,1er0616j12s9yghuzvsx76d5v,Goalkeeper,player,2/25/1990,Venezuela,1er0616j12s9yghuzvsx76d5v,90,active,yes,ak80zcoqllp87ubfbrenem3f9,62372,508347,Turén,197,right,80
Daan,Vekemans,D. Vekemans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2/22/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,32,active,yes,at18x7iut2qeqe25sbuj5dyh,446040,1112482,,180,right,
Arthur,Allemeersch,A. Allemeersch,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,7/27/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,39,active,yes,au91rqig6uyyi1zdmlxydk38q,510915,1229738,,185,right,
Samy,Kehli,S. Kehli,France,7gww28djs405rfga69smki84o,Midfielder,player,1/27/1991,France,7gww28djs405rfga69smki84o,17,active,no,ben8m3ta4ktbo36ixfassz2s5,93331,593034,Saint-Avold,191,right,80
Daniel,Lønne Iversen,D. Iversen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,7/19/1997,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21,active,no,bm9qgspytvdwy514kk6ytztg5,207270,865038,,193,right,80
Jérémy Louis,Perbet,J. Perbet,France,7gww28djs405rfga69smki84o,Attacker,player,12/12/1984,France,7gww28djs405rfga69smki84o,43,active,no,by9i4ioopru5y3igoxr351905,45048,357230,Le Puy-en-Velay,184,right,85
Mandela,Keita,M. Keita,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,5/10/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,cjf412x9sg56vos0jkj85k3ys,534913,1279877,,,,
Pierre-Yves Raffaella Michel Lucien,Ngawa,P. Ngawa,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/9/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,5,active,yes,cni0rxu9fo9lfqqhggmqrdvpx,105063,610326,Liège,187,right,75
Václav,Jemelka,V. Jemelka,Czech Republic,5md5tpwr2nmqao528prx43jr7,Defender,player,6/23/1995,Czech Republic,5md5tpwr2nmqao528prx43jr7,2,active,no,cv0lj7jfh4jslcj7az4d5h5ux,431334,1063778,Olomouc,186,left,75
David,Hubert,D. Hubert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/12/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,6,active,no,dej1l77pyu1nxerlf7tj1vnbp,54816,381025,Uccle,184,right,76
Louis,Patris,L. Patris,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/7/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,yes,dmk8usvqtzv60bwkoxk7kfqxg,512121,1167604,,182,right,74
Filip,Benković,F. Benković,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,7/13/1997,Croatia,37hlakrwxyuzovaeoo4sezusp,21,active,no,eahcgnvlq1tkswvjuovyzxxw5,213405,794466,Zagreb,194,right,80
Mathieu,Maertens,M. Maertens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/27/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,33,active,yes,f3e9qk9oz4feldhgetdpcd0ph,177890,797690,,184,right,77
Oregan,Ravet,O. Ravet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,7/13/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,38,active,yes,f5kjetb4nb0bj9ms9lxl24zfu,510917,1229740,,189,,
Kawin,Thamsatchanan,K. Thamsatchanan,Thailand,71wqq15l0mvpl4lneayzzh44g,Goalkeeper,player,1/26/1990,Thailand,71wqq15l0mvpl4lneayzzh44g,1,active,yes,vqukojswmlzggblfl9ynyvv9,83818,580671,Bangkok,183,both,75
Josué Humberto,Gonçalves Leal Sá,Josué Sá,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,6/17/1992,Portugal,1nbm5i9a0403zzvltn17lxinc,2,active,no,110maz3wmyhfk670un6ieloet,151980,703736,Lisboa,187,right,80
Timon Janis,Wellenreuther,T. Wellenreuther,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,12/3/1995,Germany,36min0qztu8eydwvpv8t1is0m,1,active,no,11ceernyer8po8soj8dmygatx,145175,833015,Karlsruhe,186,right,80
Abdoul Karim,Danté,A. Danté,Mali,d0v29nncgikdswlxpdq553zz,Defender,player,10/29/1998,Mali,d0v29nncgikdswlxpdq553zz,,active,no,12ti5m8j5xfu4s2lf3qx6itpl,218227,897579,,182,,75
Anouar Ait,El Hadj,A. El Hadj,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/20/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,46,active,yes,1e7snjsrbh93xt5ti1oyuqxka,459675,1178418,,174,right,
Hannes,Delcroix,H. Delcroix,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/28/1999,Haiti,5mp58o38d0mr5qt8g4o6l7efg,42,active,yes,1qqhtdvpixhe5zt9mq9omsoh5,247245,971224,Grande Hatte,185,left,78
Ilias,Takidine,I. Takidine,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2/5/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,no,23snplvy5445j7qepgluw9ppm,492962,1191916,,,right,
Mohamed,Bouchouari,M. Bouchouari,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/15/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,34,active,no,2gonj4ylypwritcayysoqj3hm,465194,1186603,,170,right,
Aristote,Nkaka Bazunga,A. Nkaka,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/27/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,2owod3f1fajdpanc7dkymdpl,212428,880825,Ghlin,184,right,79
Rik Robert,Vercauteren,R. Vercauteren,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,6/8/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,70,active,no,2zo1hevzos5iwq9vzbzpxz3e1,422173,1211761,,184,right,
Albert-Mboyo,Sambi Lokonga,A. Lokonga,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,10/22/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,48,active,no,375gnysvjk9bvq02ex1lkmynd,437742,1091715,,173,right,67
Antoine Benjamin,Colassin,A. Colassin,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/26/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,53,active,no,3hpv677ua2y88yx55iujzqpgq,422182,1167601,Charleroi,188,right,82
Bart,Verbruggen,B. Verbruggen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,8/18/2002,Netherlands,6hzi5pltnz67q4la8yli9qfv6,16,active,yes,3wwi5vf2l1qbz7e5zdjoy8yga,489639,1184611,Breda,193,right,
Hendrik,Van Crombrugge,H. Van Crombrugge,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,4/30/1993,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,3z37ancgteqhbhpygl0brzzdh,103074,605563,Leuven,189,left,86
Mohammed,Dauda,M. Dauda,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2/20/1998,Ghana,2q2sw72utw5gu9t5y4knckwba,38,active,yes,4594xw7uwntbabii4ugnvs1d5,444489,969031,,176,right,69
Luka,Adžić,L. Adžić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,9/17/1998,Serbia,5w4ve503bjdsshwx9ho6jxzx0,17,active,no,4uq36fy3xzfnstkq1sp7sqqjt,229825,975941,Beograd,184,left,74
Anthony Henri,Vanden Borre,A. Vanden Borre,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/24/1987,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,18,active,no,590yjdkycr1ymguf3wf69vjdh,18679,347131,Likasi,190,both,78
Francis,Apelete Amuzu,F. Amuzu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,8/23/1999,Ghana,2q2sw72utw5gu9t5y4knckwba,40,active,yes,5don85s7097g5df42m429b8ix,437741,1077350,Accra,170,right,65
Lucas Jozef,Lissens,L. Lissens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/25/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,47,active,yes,5is9bcj143orulo4biogwxzl6,449870,1116392,,,,
Pieter,Gerkens,P. Gerkens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/17/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,5jywyphhwu9j4bphz0720kb9,130592,605041,Bilzen,180,right,72
Joshua Jon,Cullen,J. Cullen,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Midfielder,player,4/7/1996,England,1fk5l4hkqk12i7zske6mcqju6,8,active,yes,5wmda9gxa0vtnacgb6nq13gtl,172567,867029,Westcliff-on-Sea,175,right,70
Mustapha,Bundu,M. Bundu,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Attacker,player,2/28/1997,Sierra Leone,7kilikg56sxc0dsd6168dr57b,19,active,no,6nsvidy8m4m7u7umlo0fyfah,227062,953317,Freetown,188,right,77
Matthew,Miazga,M. Miazga,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,7/19/1995,USA,7hr2f89v44y65dyu9k92vprwn,20,active,no,6tqzlat0ogqxxqt0vst8nn5xx,163793,736514,Clifton,193,right,84
Landry Nany,Dimata,L. Dimata,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,9/1/1997,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,9,active,no,76n4eg1xu5qvf9bkwy4p8jsut,220267,905153,Mbuji-Mayi,185,right,81
Kristian Fredrik,Malt Arnstad,K. Arnstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,9/7/2003,Norway,7f16iy4w8u8ogyn6pfooqwv5z,61,active,yes,7je01bs3a4q6c2gd02ee6da3u,477558,1241288,Oslo,165,right,
Abdoulay,Diaby,A. Diaby,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,5/21/1991,France,7gww28djs405rfga69smki84o,23,active,no,7k4mafx6qmljdslwws6rmznpx,83330,574278,Nanterre,173,left,70
Jérémy,Doku,J. Doku,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,5/27/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,49,active,no,85gmjxvy1g5aj1lcizegwuaui,248875,1152577,Antwerp,171,right,66
Zeno Koen,Debast,Z. Debast,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/24/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,yes,88nmn961vtb3bnt9v9rye1h0q,532091,1274009,,,,
Majeed,Ashimeru,M. Ashimeru,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,10/10/1997,Ghana,2q2sw72utw5gu9t5y4knckwba,18,active,no,8f77xyqg4womglj1o8udq77qh,424158,975228,Accra,182,right,72
Mario,Stroeykens,M. Stroeykens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/29/2004,Belgium,4wbzjcclyefma1ourvjsu4q2j,52,active,yes,8lj9hc8u1351oczzu81mryluc,513533,1238258,,,,
Killian,Sardella,K. Sardella,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/2/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,54,active,yes,8q8qxzmb9j1vntg5llyqa35uy,248870,1116413,,177,right,
Isaac Kiese,Thelin,I. Thelin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,6/24/1992,Sweden,1z6l2c33w2kyz9rdefs1d68nb,,active,no,90eoelhr2oxpg3ejr2whwwu6t,106272,653190,Längbro,189,right,82
Derrick,Luckassen,D. Luckassen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,7/3/1995,Netherlands,6hzi5pltnz67q4la8yli9qfv6,32,active,no,94kzhufmz3ktpn1a9z1y91at,192090,832633,Amsterdam,186,right,
Peter,Žulj,P. Žulj,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,6/9/1993,Austria,hcs1bd49qliqqity6o268jyt,23,active,no,9899yrkv807i9hvnroutd4l3p,164810,818943,Wels,186,left,80
Jacob,Bruun Larsen,J. Bruun Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,9/19/1998,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11,active,no,9dnrpl2c7n769i8nbfnboq2tx,179458,924236,Lyngby,183,right,75
Bogdan,Vasylyovych Mykhaylichenko,B. Mykhaylichenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,3/21/1997,Ukraine,315w6fk6umfzf4qvba3t55u61,14,active,yes,aap0mwj1tnezbgik0rhpvn9w5,209051,1135950,Boryspil,175,left,73
Michel,Vlap,M. Vlap,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,6/2/1997,Netherlands,6hzi5pltnz67q4la8yli9qfv6,10,active,no,ad9kukqx4xulbvelacgwgqvah,229596,880279,Sneek,191,right,69
Elias,Cobbaut,E. Cobbaut,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/24/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,yes,adxgypxs56c9yn9q8ipn1kbmd,222447,908674,Mechelen,188,left,78
Theo,Leoni,T. Leoni,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/21/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,71,active,yes,anx0hiu9yn8szbjk3994u7njd,438011,988377,,,,
Ognjen,Vranješ,O. Vranješ,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,10/24/1989,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,3,active,no,azzpdovpkbeqorhrc52czxgid,64657,561086,Banja Luka,182,right,76
